"","logFC","AveExpr","t","P.Value","adj.P.Val","B","symbol","Significant"
"Cdh1",2.55861808389492,-1.48798435692112,3.38409726562114,0.00123333603677943,0.00196605050464875,-1.07664623147968,"Cdh1","Yes"
"Eme2",-2.55628053838099,1.31019432534262,-6.35024920664307,2.67703890214752e-08,6.96179931369592e-08,8.76326195817786,"Eme2","Yes"
"Ankrd42",-2.55208394560348,0.797568575085183,-5.85940032142234,1.84164510174595e-07,4.37629736494374e-07,6.88267878909325,"Ankrd42","Yes"
"Zfp763",-2.55061228961576,1.53877853275104,-7.18717640509778,9.45353923953666e-10,2.83520740771825e-09,11.9102370944529,"Zfp763","Yes"
"D17H6S53E",-2.55049767198051,1.61220445692309,-7.26445639763056,6.92857895798601e-10,2.10553931062972e-09,12.2201389312714,"D17H6S53E","Yes"
"Cdc42ep2",-2.54627803622829,2.00636042377086,-8.25589620458128,1.28011519148632e-11,4.58506450399065e-11,16.0688818611676,"Cdc42ep2","Yes"
"Bcan",-2.54608445622956,0.187551911797768,-4.99191892018946,5.01030960128083e-06,1.04095867346066e-05,3.80089899350962,"Bcan","Yes"
"Emid1",2.54158294983444,0.132293745740431,4.58570949025569,2.20458497583292e-05,4.2417250281499e-05,2.51784434322485,"Emid1","Yes"
"Coch",2.54109495418374,-0.423227022429839,4.1826853877845,9.08512726786983e-05,0.000163630908213981,1.20931410242999,"Coch","Yes"
"Tlr3",-2.53856989518035,1.81452334917179,-7.69053935314377,1.24620411609447e-10,4.05543354671194e-10,13.877890996175,"Tlr3","Yes"
"Gm53666",-2.53605275146141,2.30045515504242,-9.02044252315242,6.00351493488085e-13,2.47486513185119e-12,19.0523736329607,"Gm53666","Yes"
"Zfp599",-2.53599712973234,0.89178700692023,-5.98505210612774,1.12769813346498e-07,2.74409991266988e-07,7.35060801305669,"Zfp599","Yes"
"Erbb2",-2.53473115734142,4.78999565495529,-21.3467774938696,1.5810887641577e-30,4.03603312604411e-29,59.0861420533346,"Erbb2","Yes"
"Kazald1",-2.53422928306514,0.530984426007632,-5.20552377506613,2.25636816950172e-06,4.84487723745807e-06,4.58016957655785,"Kazald1","Yes"
"Filip1",-2.53381639035671,-0.927162445509167,-3.64739644651983,0.000539152985019029,0.000892469974204089,-0.354622828227593,"Filip1","Yes"
"Lrrc4b",-2.53164727944573,-0.595832774487133,-4.10778082570343,0.000117414175402316,0.000209005734784812,0.947333983201486,"Lrrc4b","Yes"
"Arsg",-2.53065395565702,1.63863469653395,-7.37983102927809,4.35542780030559e-10,1.34795869949304e-09,12.6606932017205,"Arsg","Yes"
"Acad12",-2.5291854629495,1.40480385715469,-6.84444327692552,3.73897764324508e-09,1.06117573736231e-08,10.6028185958913,"Acad12","Yes"
"Zfp825",-2.52779686475914,2.03326532234309,-8.17931355019675,1.74165202173048e-11,6.13553315723205e-11,15.7908924741588,"Zfp825","Yes"
"Prokr1",-2.52758548917016,0.994921171924264,-6.05642790368047,8.52576496287863e-08,2.09614751096964e-07,7.63154665489688,"Prokr1","Yes"
"Igsf6",2.52630109293919,0.506226892301831,5.51000305396123,7.10168916374613e-07,1.59694768693149e-06,5.63063215354387,"Igsf6","Yes"
"Ier2",-2.52614773653209,6.94538457855346,-44.6791247720335,2.12793458188471e-49,5.04396493570316e-47,102.445810070471,"Ier2","Yes"
"Chst3",-2.52246271384778,2.74381093387719,-10.4230921189865,2.44474693800385e-15,1.28673952637046e-14,24.439932511685,"Chst3","Yes"
"Gja5",-2.5220807508207,-1.95852011837151,-2.98088064026387,0.00408201809858558,0.00611796847150215,-2.0288997082928,"Gja5","Yes"
"Stab1",2.52156981716142,2.78131694196638,10.9052934514277,3.85307800779138e-16,2.19415518985083e-15,26.2751336126035,"Stab1","Yes"
"Thap2",-2.52033941194447,3.35748726316983,-12.5779528822477,7.83404387897329e-19,5.97295223719078e-18,32.3848988696625,"Thap2","Yes"
"Kbtbd7",-2.51612202451952,2.77561109498606,-10.4721909593182,2.02316057721831e-15,1.07335865315731e-14,24.6326303237157,"Kbtbd7","Yes"
"Samd9l",-2.51590979155435,2.21233453423422,-8.58905203622261,3.36238246913432e-12,1.27229945539592e-11,17.3975819565983,"Samd9l","Yes"
"Cmbl",-2.51492999255604,0.599776054179577,-5.50205452361158,7.32114456810185e-07,1.64406822867508e-06,5.59861916006446,"Cmbl","Yes"
"Camkv",2.51352028221452,1.98069465192247,8.46984308116978,5.42210091292523e-12,2.00481803671781e-11,16.9178647900302,"Camkv","Yes"
"Ramp1",2.51106373549483,0.246264849902733,5.14905932953191,2.78922812192681e-06,5.94289150729638e-06,4.35612381603444,"Ramp1","Yes"
"Arhgef33",2.5105398122716,0.791178028512812,5.86551629184286,1.79830240103901e-07,4.28327042372004e-07,6.93676485419504,"Arhgef33","Yes"
"Ocln",2.50751957286128,0.0113450622629991,4.84747303955605,8.53344811681885e-06,1.72645923338902e-05,3.32424853986953,"Ocln","Yes"
"Tmem262",-2.50673943451648,-1.97157760806465,-3.13488866692026,0.00261168974557406,0.00400410830246593,-1.69615038198799,"Tmem262","Yes"
"Gm3561",-2.50669169182568,-1.35286219326292,-3.40174975023759,0.00116804738694588,0.00186727389390118,-1.02812556243691,"Gm3561","Yes"
"Sft2d3",-2.50632389041078,1.24996142629951,-6.53448272095974,1.28837159092085e-08,3.46963775570773e-08,9.42356511803555,"Sft2d3","Yes"
"Zfp975",-2.50124565758932,1.15602769901541,-6.1848373670877,5.1457640635432e-08,1.29487909344971e-07,8.13318453670028,"Zfp975","Yes"
"Zfp953",-2.49947700158577,0.791129212710696,-5.7353806971186,2.98099341240629e-07,6.93803991667796e-07,6.45134798032897,"Zfp953","Yes"
"Alx4",-2.49937116523,0.525490486167363,-5.27413906728683,1.74208628978723e-06,3.77912296300633e-06,4.81139161486171,"Alx4","Yes"
"Hoxb8",2.49526621087328,0.472477580521303,5.3084500532309,1.53007698435327e-06,3.34104982567943e-06,4.94082702967194,"Hoxb8","Yes"
"Dpysl5",-2.49453919741506,1.64277780260505,-7.13067924967909,1.18630036378801e-09,3.52044512160116e-09,11.7341702113157,"Dpysl5","Yes"
"Tmem80",-2.49427455064055,0.522126441117794,-5.33144756070746,1.40240547002721e-06,3.07288382455284e-06,5.00236896006149,"Tmem80","Yes"
"Syn3",2.48943766184018,0.887730367195223,6.07197995785339,8.02096805781737e-08,1.97789949841107e-07,7.69367109074419,"Syn3","Yes"
"Tmc7",2.48851097214229,2.82526670505198,11.1540237777603,1.5007352289859e-16,8.88130157358841e-16,27.1986033195852,"Tmc7","Yes"
"Lrrc24",-2.48846566398092,-0.4055464228218,-4.12954990285813,0.000109005401166765,0.000194742623834138,1.04524571232703,"Lrrc24","Yes"
"Gcnt7",2.48779212530586,0.170523075509765,4.9493056502966,5.86615851532006e-06,1.21118973607651e-05,3.68781284069023,"Gcnt7","Yes"
"Elmod3",-2.48713207455763,2.86167830477662,-10.7306045857198,7.50289679848113e-16,4.16709004615224e-15,25.6150322716603,"Elmod3","Yes"
"Mfap2",-2.4861963576777,-0.147369520264747,-4.36701017321795,4.78873715087593e-05,8.90774901075212e-05,1.78518594521917,"Mfap2","Yes"
"C1qtnf1",-2.48611397681369,5.34876237189775,-25.8794410886228,2.93055214392383e-35,1.3234793656511e-33,69.9622737346098,"C1qtnf1","Yes"
"Eml6",-2.48603618315288,1.61466696813429,-7.17663656687443,9.86263065173978e-10,2.94989993851271e-09,11.8974260207497,"Eml6","Yes"
"Itga2",-2.48212364626943,2.50766678283318,-9.37339652095117,1.47952186401646e-13,6.44964637863859e-13,20.4533634998719,"Itga2","Yes"
"Cspg4",-2.48112076787689,5.08139951571727,-23.239143482856,1.3624788380248e-32,4.34748656152434e-31,63.8522713667899,"Cspg4","Yes"
"Zfp119b",-2.47995134203572,0.216686132104444,-4.88972672871372,7.30704586583918e-06,1.49129346284055e-05,3.48160091888514,"Zfp119b","Yes"
"AI987944",-2.47963955150355,2.42755991284541,-8.79801863216196,1.45752460429992e-12,5.74270750889792e-12,18.2537325477091,"AI987944","Yes"
"Zbtb45",-2.4791951075428,1.75970849528367,-7.4119642714462,3.82696772379017e-10,1.1907915978807e-09,12.8204665432669,"Zbtb45","Yes"
"Xkr6",-2.47784829524525,-1.66295298429583,-2.92822093243477,0.00474067347157137,0.00705151273662465,-2.13245306544659,"Xkr6","Yes"
"Plekha4",-2.47745917393465,3.2003897435028,-11.9738175102666,7.06457188720743e-18,4.85881488242443e-17,30.2153796038449,"Plekha4","Yes"
"Zfp202",-2.47606675351927,1.3822113708608,-6.71296152298387,6.32492670980842e-09,1.75275735169096e-08,10.1156864795686,"Zfp202","Yes"
"Trib1",-2.47559177625253,4.52601527690278,-19.0692163916617,7.52357838491788e-28,1.46433987509384e-26,52.9770362699072,"Trib1","Yes"
"Begain",2.47526388991202,2.00724425157993,8.38304375531625,7.68134887950302e-12,2.80810314036142e-11,16.6015565898145,"Begain","Yes"
"Tymp",-2.47466435040044,-1.40616544190343,-3.28621632909657,0.0016625656921538,0.00261325008853162,-1.3083551060913,"Tymp","Yes"
"Dnah14",2.46857856443178,-0.821319635043695,3.7593072650642,0.000375460222900093,0.000632710295642483,-0.0288385720168884,"Dnah14","Yes"
"Apol8",-2.46805478027147,0.334818197298975,-5.0142044784928,4.61275924481489e-06,9.61522710673256e-06,3.91044320660443,"Apol8","Yes"
"Fbxl15",-2.4680183518961,0.556072535950683,-5.270257469095,1.76781883738122e-06,3.83306554188147e-06,4.8063587311849,"Fbxl15","Yes"
"Pdia4",2.46758067084514,8.70094267531442,76.7966392017392,6.20874599460387e-64,6.86790786103098e-61,135.922822517424,"Pdia4","Yes"
"Gria3",2.46648532788449,0.92144216780308,6.11200315198168,6.85402408660794e-08,1.70247596791979e-07,7.84601650392536,"Gria3","Yes"
"Gm42922",2.46491854083895,-1.03671346330757,3.64764266056101,0.000538727413249068,0.000891876737773525,-0.354841626014784,"Gm42922","Yes"
"Ccdc51",-2.46462840984474,1.91480622787728,-7.86864154842543,6.08158677656834e-11,2.03650309970152e-10,14.586887299905,"Ccdc51","Yes"
"Alpl",2.46321857527602,5.5044379417428,28.7715718720669,6.20911742403491e-38,3.76346231445842e-36,76.1129237361711,"Alpl","Yes"
"Oxsm",-2.46100765182229,2.4294965145681,-9.02850805478126,5.81383547818778e-13,2.39965336248335e-12,19.129894091743,"Oxsm","Yes"
"Eps8l1",-2.46066970921421,2.01208717678613,-7.89631639749802,5.44016247721946e-11,1.83048711590903e-10,14.7177623969891,"Eps8l1","Yes"
"Vamp1",2.46008598517807,1.77334335957605,7.4481919730461,3.30758079364571e-10,1.03597988331414e-09,12.9974997469337,"Vamp1","Yes"
"Zfp85",-2.45991392685388,1.12513355758845,-6.18025887464236,5.23943766482503e-08,1.31795140350365e-07,8.11111775721228,"Zfp85","Yes"
"Camk2a",-2.45928670668989,-0.416372979901632,-4.00965100751985,0.000163741063289476,0.000287271857534299,0.703584371115879,"Camk2a","Yes"
"Thbs4",2.4572440328259,0.714149143260423,5.7124360102126,3.25784174055979e-07,7.54968422908357e-07,6.38409995827917,"Thbs4","Yes"
"Lsr",-2.45674077971071,-0.238781576654219,-4.3063947848107,5.91956034914729e-05,0.000109088218901265,1.59097617325126,"Lsr","Yes"
"Sdf2l1",2.45360298199645,6.28495102899426,37.4763449290506,9.16892341735504e-45,1.3675088701345e-42,91.8105933098303,"Sdf2l1","Yes"
"Ctu1",-2.4524244063929,2.72447553988381,-10.1260569986225,7.72411492976701e-15,3.81719663357138e-14,23.3421597588208,"Ctu1","Yes"
"Rtl6",-2.45075178391056,0.379965069394919,-4.67559913597297,1.59524613210564e-05,3.11997895352443e-05,2.8250925815583,"Rtl6","Yes"
"Pdzrn3",-2.45066632414292,5.23699955671916,-24.6952536203787,4.31007198756715e-34,1.66313649892344e-32,67.29423151044,"Pdzrn3","Yes"
"Fam43a",-2.45045017526713,5.34473058056028,-25.5262524038535,6.46367459923e-35,2.80388289641108e-33,69.1910317975891,"Fam43a","Yes"
"Mal2",2.44982807578707,0.939826590203385,6.0784569591714,7.81957639658899e-08,1.93110803885251e-07,7.731384442938,"Mal2","Yes"
"Cimip2a",2.44753061124863,-1.97157760806465,2.76384340511195,0.00748261376033005,0.010858665688709,-2.48421080356788,"Cimip2a","No"
"Palm3",-2.44738509973536,-0.65711117043972,-3.8308356656556,0.000297038189769168,0.000506472052793313,0.17231383618181,"Palm3","Yes"
"Or5m3b",2.44724959047501,1.18169337629857,6.51840260403462,1.37347400387036e-08,3.68834592906638e-08,9.38447170741898,"Or5m3b","Yes"
"Icam4",-2.44596143968394,-1.56227949319122,-3.12876290087572,0.00265917466958297,0.00407361622204782,-1.68626078048808,"Icam4","Yes"
"Gm10509",-2.44594108627138,0.162496010003645,-4.72468657874963,1.3354578052959e-05,2.6376999093506e-05,2.94616482440751,"Gm10509","Yes"
"Spats1",-2.44416536275562,-1.42871489414633,-3.24431292363476,0.00188638674253004,0.00294137173973262,-1.40740546424471,"Spats1","Yes"
"Rgs4",-2.44401788623606,2.2164922275421,-8.37342047687725,7.98392691065524e-12,2.91310186399224e-11,16.5857029940642,"Rgs4","Yes"
"Asxl3",-2.44348509621159,0.80209612822569,-5.61721042958985,4.70494287391934e-07,1.07529978836786e-06,6.04679562126187,"Asxl3","Yes"
"Trim65",-2.44165260677745,0.359176999441593,-4.94944713239475,5.86309269992554e-06,1.21074506065357e-05,3.70607966783214,"Trim65","Yes"
"Rprm",2.44153829362789,-0.733629528332833,3.90359081795359,0.000233506194938836,0.000402959078473493,0.37458396208255,"Rprm","Yes"
"Fv1",-2.4364101683127,2.22870711827239,-8.55304653660516,3.88414995721433e-12,1.46098630014347e-11,17.2729504615973,"Fv1","Yes"
"Gm33887",-2.43458255451427,2.71030671550956,-9.90457831186224,1.83169237297322e-14,8.74200644900137e-14,22.5130282520521,"Gm33887","Yes"
"Zfp768",-2.43374194955844,3.01583431064254,-10.9792861040621,2.90848672413925e-16,1.67420870668796e-15,26.5816765279095,"Zfp768","Yes"
"Dok2",-2.4320952754514,-1.37889403989914,-2.97208717494688,0.00418573624095087,0.00626256344255881,-2.01678690059961,"Dok2","Yes"
"Ehd3",-2.43009971612094,2.80701277685372,-10.2347831652227,5.06429226965437e-15,2.55602340636472e-14,23.7740444532451,"Ehd3","Yes"
"Slc30a3",2.42868249867041,0.160615808182058,4.66924334878981,1.63229642940796e-05,3.18727608178305e-05,2.78903595784534,"Slc30a3","Yes"
"Catspere2",-2.42815849946918,0.844938607336019,-5.65500757663335,4.06708582939275e-07,9.3483112206683e-07,6.18714357124336,"Catspere2","Yes"
"Itga11",2.42788596739803,4.34815041162373,18.6027716387631,2.83820288015632e-27,5.18929821366322e-26,51.6815682836081,"Itga11","Yes"
"Lpar4",-2.42716592227519,3.87406477161027,-14.7435942468661,4.32637338404824e-22,4.55418559078955e-21,39.8388102945655,"Lpar4","Yes"
"Dzank1",-2.42598889953045,0.035551694664381,-4.61955042635411,1.95238948672161e-05,3.78280806404067e-05,2.59374209478337,"Dzank1","Yes"
"Ppfibp2",-2.42386352233262,0.293846328142369,-4.81925774117539,9.462240410629e-06,1.90276896244038e-05,3.27247021254263,"Ppfibp2","Yes"
"Shc3",-2.42325827806342,-1.15321601515545,-3.47403108462127,0.000933295533131693,0.00150749147077027,-0.821744511246754,"Shc3","Yes"
"Irgm2",-2.42264531493707,1.46117942587643,-6.5875531744461,1.04300594973417e-08,2.83880684370954e-08,9.67545855582362,"Irgm2","Yes"
"Fam83h",-2.42202292700509,3.34398809101334,-12.375627610846,1.62791679668118e-18,1.19650983162492e-17,31.6860555899611,"Fam83h","Yes"
"Cep41",-2.42193930151353,2.05975613866413,-8.03568491170077,3.10399450598411e-11,1.06631529690562e-10,15.263731705202,"Cep41","Yes"
"Egflam",-2.42173656002741,3.12255824192732,-11.3705526576364,6.64282820557713e-17,4.05224731621465e-16,28.036593262895,"Egflam","Yes"
"Angptl4",-2.42080143029408,3.7064935628724,-13.693036758013,1.52750046097954e-20,1.37092908174729e-19,36.3219528701512,"Angptl4","Yes"
"Psd2",2.41871305924539,-1.19820937281354,3.47655957590948,0.000925954804020101,0.00149618065350734,-0.808843543035609,"Psd2","Yes"
"Matn4",-2.41762101913442,0.517993746871987,-5.09276693560171,3.4429589043105e-06,7.25656343217174e-06,4.20693487647483,"Matn4","Yes"
"Atp8b4",-2.41585311992832,-0.644812826980947,-3.62998572560737,0.000570073334087646,0.000941656724325463,-0.361984776003419,"Atp8b4","Yes"
"Cited2",-2.41028791113163,6.4537575933944,-35.5431620733151,2.21840507565548e-43,2.65289270038296e-41,88.6850083221876,"Cited2","Yes"
"Eda2r",2.40265660624956,3.30900894476972,12.4475476062037,1.25447532137679e-18,9.37079651995245e-18,31.9745405521881,"Eda2r","Yes"
"Tmem17",-2.40247685418444,0.405208916007194,-4.99093535018511,5.02860847311329e-06,1.04443356082156e-05,3.85196945547952,"Tmem17","Yes"
"Ccdc106",-2.40216544871082,0.980250579642176,-5.88351027739066,1.67654973744845e-07,4.00477257781011e-07,7.02193209031929,"Ccdc106","Yes"
"Tepsin",-2.40162650259846,2.64652631809201,-9.29331740605823,2.03133151402446e-13,8.72900437590181e-13,20.1951966184991,"Tepsin","Yes"
"Klhdc8a",-2.4003000552018,0.865788564585303,-5.62391987456066,4.58491783160903e-07,1.04877131305839e-06,6.08578108645168,"Klhdc8a","Yes"
"Ctdspl",-2.39611833541859,4.66994340393648,-19.687783006437,1.33975331724814e-28,2.83634538008801e-27,54.7239968461469,"Ctdspl","Yes"
"Dkk2",-2.39299814548131,5.7230989556074,-27.5354680344852,8.06579638497858e-37,4.31715246831475e-35,73.6187325505432,"Dkk2","Yes"
"Rassf9",-2.39253447746737,-0.293544262942301,-4.18680006071297,8.95744707023108e-05,0.000161462727336023,1.23262813288859,"Rassf9","Yes"
"Nhlrc1",-2.38862092007754,0.330252084531477,-4.87624474539216,7.67831903614037e-06,1.56370062727412e-05,3.46442342026189,"Nhlrc1","Yes"
"Slco4a1",2.38622489706321,3.95937458515932,15.9501315284403,8.56829887425882e-24,1.09256099190117e-22,43.7375259930438,"Slco4a1","Yes"
"Fjx1",-2.3860501544127,3.07875065921021,-11.191146659607,1.30452194984121e-16,7.78257274705267e-16,27.3768374407826,"Fjx1","Yes"
"1700067K01Rik",-2.38405999982194,-1.41792384037846,-3.23000610394281,0.00196908653903097,0.00306439801902294,-1.43765827626643,"1700067K01Rik","Yes"
"Eln",-2.38397541033875,1.10423945862302,-5.82906919542986,2.07234573059146e-07,4.89297709496104e-07,6.85469557264231,"Eln","Yes"
"Dclre1b",-2.38321879024001,2.36722781817905,-8.45581615793757,5.73593106440683e-12,2.1155529021655e-11,16.9432209423355,"Dclre1b","Yes"
"Gm46058",2.38226142167103,-0.294443699219452,4.21530014011023,8.11952010785903e-05,0.000147037530575335,1.33175752973929,"Gm46058","Yes"
"Sarm1",-2.37983067917618,0.608039872072332,-5.15055641225804,2.77362181494471e-06,5.91058853292279e-06,4.41891287991678,"Sarm1","Yes"
"Cyp2d22",2.37672061864775,2.58733232423909,9.89869079803873,1.87434216757186e-14,8.93357914985596e-14,22.504100116255,"Cyp2d22","Yes"
"Eva1c",-2.376151617339,1.32125569089413,-6.35376523042746,2.6400213083831e-08,6.86995546902123e-08,8.79114004436642,"Eva1c","Yes"
"Fzd8",-2.37499125952981,3.55649734745347,-13.1751573407746,9.32324490361534e-20,7.72514062737766e-19,34.526401030309,"Fzd8","Yes"
"Gjb4",-2.37246721211023,-0.6742444385071,-3.81230849102985,0.000315692313411462,0.000536486975831999,0.122833886569721,"Gjb4","Yes"
"Tha1",-2.36773304464562,0.915386685365423,-5.59120854251162,5.20010320782629e-07,1.18438864071184e-06,5.98199629513317,"Tha1","Yes"
"Prkca",-2.36663453958143,4.84080492035418,-20.3544279381382,2.17905833647412e-29,5.03916730981838e-28,56.5591639087497,"Prkca","Yes"
"Gm34362",2.36025680570728,-1.41097273906061,3.24923619462593,0.00185869145146043,0.0029019372296737,-1.38150799494708,"Gm34362","Yes"
"B3gat2",2.35331629861847,-0.00937500575564951,4.54674514115014,2.53437721019117e-05,4.84846878824505e-05,2.38113400708446,"B3gat2","Yes"
"Trmt44",-2.35093994053271,2.28948154382645,-7.98413653343666,3.8197830716616e-11,1.30043089236307e-10,15.1247801975262,"Trmt44","Yes"
"Tnip3",-2.35064552137736,0.102044759306541,-4.50278950461069,2.96418300959265e-05,5.63462197756449e-05,2.2465123427419,"Tnip3","Yes"
"Eid2",-2.34974285796883,2.29682379202235,-8.48676052378599,5.06641280376227e-12,1.88046651485209e-11,17.0467469716055,"Eid2","Yes"
"Rai2",-2.34762654650636,1.02393872444562,-5.78595727796426,2.45020426567722e-07,5.74832298031097e-07,6.68815231635838,"Rai2","Yes"
"Dnajc30",-2.34687947614651,1.40947366885014,-6.49568350531476,1.50331873970016e-08,4.02319615943145e-08,9.331944630619,"Dnajc30","Yes"
"Evi2a",-2.34657118005551,-2.04916263821768,-2.91119250146707,0.00497390258116859,0.00737776096350786,-2.18096124267752,"Evi2a","Yes"
"Ncoa5",-2.34471613562988,3.43658361333265,-12.3014629074717,2.13123213411999e-18,1.54674550838211e-17,31.4597495498217,"Ncoa5","Yes"
"AA467197",2.3433967445451,-1.6572221982258,3.07824317043407,0.00308273419042283,0.00468999583308569,-1.79674946613712,"AA467197","Yes"
"Nudt6",-2.34239394243034,0.297594484349395,-4.7404692298137,1.2610729851684e-05,2.49880322512695e-05,3.02503019566783,"Nudt6","Yes"
"Cited4",-2.33842247122006,-0.338946132112952,-3.98397917117002,0.000178508070680326,0.000311860506740016,0.644798011795192,"Cited4","Yes"
